order_id,order_ts,country,category,price,quantity
187,2024-01-15,US,home,301.61,8
188,2024-01-26,UK,electronics,120.54,9
189,2024-01-10,UK,grocery,321.44,6
190,2024-01-28,CA,toys,268.84,2
191,2024-01-13,MX,electronics,293.49,5
192,2024-01-19,CA,toys,129.59,8
193,2024-01-07,CA,grocery,395.61,6
194,2024-01-17,MX,home,413.85,3
195,2024-01-20,CA,grocery,56.85,4
196,2024-01-29,UK,grocery,434.48,6
197,2024-01-04,MX,toys,389.07,2
198,2024-01-30,MX,grocery,278.85,2
199,2024-01-05,CA,home,32.27,4
200,2024-01-23,MX,toys,264.02,3
201,2024-01-07,UK,toys,236.95,1
202,2024-01-13,UK,home,115.61,5
203,2024-01-15,US,toys,417.6,1
204,2024-01-11,US,home,163.67,9
205,2024-01-29,US,toys,292.23,4
206,2024-01-04,US,grocery,228.03,6
207,2024-01-13,CA,grocery,439.84,8
208,2024-01-07,US,electronics,252.98,9
209,2024-01-27,US,toys,142.61,1
210,2024-01-19,US,home,362.46,3
211,2024-01-22,US,home,384.86,1
212,2024-01-28,CA,toys,467.65,4
213,2024-01-02,US,grocery,374.38,7
214,2024-01-10,MX,home,29.55,6
215,2024-01-13,UK,electronics,415.39,4
216,2024-01-30,MX,home,243.75,4
217,2024-01-25,CA,home,77.37,7
218,2024-01-21,CA,home,489.35,8
219,2024-01-06,CA,electronics,326.77,2
220,2024-01-28,UK,electronics,446.69,3
221,2024-01-28,US,home,92.94,6
222,2024-01-12,CA,electronics,389.34,1
223,2024-01-12,US,grocery,300.27,6
224,2024-01-20,CA,home,196.23,1
225,2024-01-30,UK,electronics,110.77,9
226,2024-01-30,MX,electronics,173.67,4
227,2024-01-11,MX,electronics,269.37,8
228,2024-01-26,UK,grocery,367.85,2
229,2024-01-23,US,electronics,220.79,6
230,2024-01-28,CA,toys,199.31,7
231,2024-01-25,MX,toys,9.24,4
232,2024-01-07,UK,grocery,474.9,4
233,2024-01-30,US,grocery,386.51,6
234,2024-01-01,MX,electronics,497.97,4
235,2024-01-01,UK,grocery,460.56,9
236,2024-01-25,CA,electronics,432.18,9
237,2024-01-27,UK,electronics,33.75,5
238,2024-01-30,US,electronics,309.73,3
239,2024-01-25,MX,toys,116.55,2
240,2024-01-20,CA,toys,441.36,6
241,2024-01-13,US,home,410.79,4
242,2024-01-09,UK,grocery,89.35,4
243,2024-01-03,MX,toys,394.3,9
244,2024-01-07,MX,grocery,493.52,5
245,2024-01-06,US,electronics,181.97,3
246,2024-01-08,CA,grocery,185.8,4
247,2024-01-27,US,electronics,17.44,6
248,2024-01-09,MX,grocery,364.88,5
249,2024-01-30,MX,toys,414.32,8
250,2024-01-05,MX,grocery,28.07,9
251,2024-01-01,CA,electronics,472.92,3
252,2024-01-19,MX,toys,41.37,6
253,2024-01-10,MX,electronics,286.59,2
254,2024-01-12,US,electronics,464.04,9
255,2024-01-24,MX,toys,464.54,6
256,2024-01-15,UK,grocery,70.96,1
257,2024-01-27,US,home,485.8,8
258,2024-01-22,MX,home,138.86,4
259,2024-01-24,US,grocery,174.11,9
260,2024-01-09,US,grocery,339.18,7
261,2024-01-20,UK,toys,60.49,2
262,2024-01-17,US,electronics,269.48,4
263,2024-01-30,US,toys,408.91,9
264,2024-01-17,CA,toys,250.62,5
265,2024-01-26,MX,electronics,35.22,7
266,2024-01-20,CA,electronics,403.5,2
267,2024-01-12,MX,grocery,123.95,8
268,2024-01-30,US,electronics,403.79,9
269,2024-01-07,MX,electronics,469.39,1
270,2024-01-02,US,grocery,378.63,7
271,2024-01-03,MX,toys,21.41,8
272,2024-01-17,US,home,331.47,7
273,2024-01-05,MX,electronics,139.71,2
274,2024-01-17,MX,toys,103.49,8
275,2024-01-24,MX,toys,381.61,9
276,2024-01-17,US,home,148.32,5
277,2024-01-27,MX,electronics,76.08,3
278,2024-01-17,US,toys,89.6,5
279,2024-01-02,CA,toys,340.25,4
280,2024-01-02,MX,electronics,231.44,6
281,2024-01-28,UK,electronics,108.27,6
282,2024-01-22,UK,toys,44.45,4
283,2024-01-23,US,grocery,468.95,7
284,2024-01-05,UK,grocery,498.78,3
285,2024-01-01,US,toys,200.12,6
286,2024-01-01,US,electronics,128.1,5
287,2024-01-19,UK,electronics,25.68,2
288,2024-01-30,UK,grocery,157.1,5
289,2024-01-02,CA,grocery,293.46,5
290,2024-01-21,US,home,264.58,8
291,2024-01-12,UK,grocery,208.59,3
292,2024-01-26,CA,electronics,184.23,3
293,2024-01-06,CA,grocery,489.22,2
294,2024-01-23,US,toys,252.63,2
295,2024-01-04,MX,home,9.39,2
296,2024-01-23,UK,home,351.13,4
297,2024-01-11,UK,electronics,293.7,5
298,2024-01-24,UK,toys,83.3,1
299,2024-01-27,UK,grocery,355.63,2
300,2024-01-17,UK,home,14.85,2
301,2024-01-06,UK,home,364.08,6
302,2024-01-24,CA,toys,78.97,3
303,2024-01-05,US,home,492.36,6
304,2024-01-20,CA,toys,258.15,4
305,2024-01-02,UK,electronics,10.3,7
306,2024-01-06,US,home,419.84,4
307,2024-01-22,UK,grocery,413.29,5
308,2024-01-11,US,toys,382.86,5
309,2024-01-16,CA,electronics,271.28,5
310,2024-01-16,US,grocery,113.13,9
311,2024-01-01,CA,toys,321.79,9
312,2024-01-09,UK,grocery,424.75,4
313,2024-01-28,US,home,249.05,6
314,2024-01-27,MX,electronics,38.24,5
315,2024-01-06,MX,toys,487.76,2
316,2024-01-16,CA,toys,339.98,3
317,2024-01-29,CA,electronics,491.03,8
318,2024-01-03,CA,grocery,97.56,8
319,2024-01-20,CA,electronics,105.68,4
320,2024-01-28,UK,electronics,54.74,5
321,2024-01-27,MX,electronics,109.18,8
322,2024-01-04,CA,electronics,58.63,8
323,2024-01-19,US,home,140.15,5
324,2024-01-26,US,toys,292.3,3
325,2024-01-03,UK,grocery,410.77,8
326,2024-01-19,CA,grocery,52.69,5
327,2024-01-20,US,electronics,82.98,2
328,2024-01-07,CA,electronics,148.46,1
329,2024-01-20,US,grocery,174.95,1
330,2024-01-09,UK,grocery,445.15,7
331,2024-01-01,US,home,117.25,3
332,2024-01-08,CA,electronics,68.32,8
333,2024-01-07,CA,grocery,437.51,9
334,2024-01-18,UK,toys,441.93,4
335,2024-01-08,MX,home,393.69,7
336,2024-01-01,CA,home,193.76,6
337,2024-01-11,MX,electronics,456.85,1
338,2024-01-28,CA,home,222.47,8
339,2024-01-25,UK,home,396.82,8
340,2024-01-25,US,toys,220.28,6
341,2024-01-18,MX,home,243.54,9
342,2024-01-23,US,toys,430.84,8
343,2024-01-30,UK,home,5.47,3
344,2024-01-10,UK,home,140.62,6
345,2024-01-03,UK,electronics,323.72,5
346,2024-01-07,CA,electronics,461.36,5
347,2024-01-28,CA,electronics,11.21,8
348,2024-01-16,CA,electronics,234.83,6
349,2024-01-26,CA,grocery,260.67,6
350,2024-01-16,MX,electronics,499.7,9
351,2024-01-25,UK,electronics,350.07,7
352,2024-01-20,MX,electronics,67.54,3
353,2024-01-28,CA,home,279.9,6
354,2024-01-17,US,home,81.23,9
355,2024-01-02,MX,home,364.43,9
356,2024-01-01,US,electronics,184.88,7
357,2024-01-16,CA,toys,332.17,9
358,2024-01-30,MX,grocery,447.81,6
359,2024-01-12,MX,toys,396.87,1
360,2024-01-05,MX,toys,399.39,8
361,2024-01-05,US,toys,143.88,7
362,2024-01-27,CA,toys,297.57,7
363,2024-01-23,UK,grocery,97.91,2
364,2024-01-09,UK,toys,114.4,2
365,2024-01-09,CA,electronics,355.38,7
366,2024-01-03,MX,toys,206.4,4
367,2024-01-19,UK,grocery,444.83,7
368,2024-01-16,MX,grocery,246.15,5
369,2024-01-16,CA,toys,39.14,3
370,2024-01-03,US,electronics,210.29,9
371,2024-01-20,MX,toys,71.31,4
372,2024-01-24,US,home,497.27,9
373,2024-01-22,US,grocery,16.77,1
374,2024-01-24,CA,toys,283.05,9
375,2024-01-01,CA,home,185.38,6
376,2024-01-24,US,electronics,305.4,7
377,2024-01-20,US,home,271.85,8
378,2024-01-11,UK,grocery,459.45,2
379,2024-01-17,UK,home,95.32,7
380,2024-01-08,CA,home,64.24,3
381,2024-01-04,MX,home,435.83,6
382,2024-01-06,US,electronics,466.22,7
383,2024-01-08,MX,electronics,180.78,5
384,2024-01-20,US,electronics,478.37,3
385,2024-01-30,CA,electronics,174.71,4
386,2024-01-03,MX,toys,294.28,8
387,2024-01-16,CA,home,335.03,7
388,2024-01-30,US,grocery,497.0,8
389,2024-01-25,CA,home,89.31,5
390,2024-01-03,MX,toys,150.87,7
391,2024-01-25,UK,home,275.37,7
392,2024-01-29,CA,home,111.26,8
393,2024-01-18,MX,grocery,292.11,2
394,2024-01-14,CA,grocery,390.19,2
395,2024-01-18,CA,grocery,440.23,6
396,2024-01-02,UK,home,171.43,2
397,2024-01-22,MX,toys,90.41,2
398,2024-01-03,MX,electronics,344.43,2
399,2024-01-16,MX,electronics,344.83,2
400,2024-01-29,US,home,221.76,9
401,2024-01-09,CA,electronics,298.84,4
402,2024-01-04,UK,electronics,400.27,4
403,2024-01-01,MX,home,367.95,8
404,2024-01-04,UK,home,338.09,4
405,2024-01-01,US,toys,332.62,8
406,2024-01-14,US,electronics,363.48,2
407,2024-01-21,UK,home,305.71,6
408,2024-01-16,MX,electronics,46.82,5
409,2024-01-20,UK,grocery,293.53,8
410,2024-01-24,MX,grocery,445.37,4
411,2024-01-08,MX,toys,23.62,4
412,2024-01-07,US,home,202.53,5
413,2024-01-03,UK,electronics,199.5,7
414,2024-01-17,US,grocery,130.76,6
415,2024-01-01,CA,home,289.39,3
416,2024-01-16,US,grocery,89.46,1
417,2024-01-12,MX,grocery,458.59,8
418,2024-01-27,UK,home,82.04,6
419,2024-01-19,CA,grocery,482.68,7
420,2024-01-22,CA,home,10.75,3
421,2024-01-23,CA,toys,246.54,2
422,2024-01-22,CA,home,22.93,1
423,2024-01-14,UK,grocery,439.19,8
424,2024-01-30,MX,grocery,400.38,6
425,2024-01-06,CA,electronics,116.4,4
426,2024-01-06,MX,toys,73.31,1
427,2024-01-13,US,grocery,109.95,8
428,2024-01-19,MX,toys,43.77,5
429,2024-01-22,CA,electronics,122.29,7
430,2024-01-08,US,toys,38.71,7
431,2024-01-27,US,home,427.0,2
432,2024-01-27,US,toys,427.26,2
433,2024-01-02,CA,grocery,276.75,2
434,2024-01-21,MX,grocery,460.34,5
435,2024-01-30,UK,home,178.39,2
436,2024-01-01,MX,grocery,93.52,3
437,2024-01-28,CA,electronics,155.63,4
438,2024-01-15,CA,grocery,66.22,4
439,2024-01-01,US,electronics,412.07,2
440,2024-01-05,MX,toys,381.41,8
441,2024-01-28,CA,toys,98.95,4
442,2024-01-29,CA,grocery,275.03,8
443,2024-01-16,UK,grocery,143.92,8
444,2024-01-19,MX,home,69.92,4
445,2024-01-04,US,toys,126.43,3
446,2024-01-03,US,electronics,301.92,9
447,2024-01-17,US,home,327.08,3
448,2024-01-17,MX,home,97.5,3
449,2024-01-12,CA,toys,388.04,3
450,2024-01-28,CA,home,289.58,1
451,2024-01-30,UK,electronics,217.48,7
452,2024-01-29,UK,home,324.91,5
453,2024-01-14,CA,electronics,169.98,7
454,2024-01-21,CA,electronics,135.59,5
455,2024-01-06,MX,grocery,463.52,8
456,2024-01-03,UK,toys,450.1,6
457,2024-01-28,US,toys,240.24,7
458,2024-01-09,US,toys,303.92,1
459,2024-01-05,US,toys,330.19,7
460,2024-01-24,US,electronics,329.53,5
461,2024-01-29,CA,toys,266.44,4
462,2024-01-17,CA,toys,159.8,7
463,2024-01-14,MX,electronics,445.33,5
464,2024-01-21,US,grocery,283.16,4
465,2024-01-03,CA,toys,454.1,4
466,2024-01-28,CA,home,415.06,1
467,2024-01-01,CA,grocery,326.57,5
468,2024-01-20,US,grocery,356.71,1
469,2024-01-29,CA,grocery,456.06,3
470,2024-01-21,UK,toys,317.49,9
471,2024-01-23,US,electronics,236.82,5
472,2024-01-01,US,toys,223.92,8
473,2024-01-03,UK,toys,490.04,7
474,2024-01-18,MX,grocery,377.05,5
475,2024-01-25,MX,electronics,337.28,5
476,2024-01-10,US,toys,52.55,2
477,2024-01-22,US,toys,296.08,6
478,2024-01-26,US,toys,98.5,5
479,2024-01-03,UK,toys,197.94,3
480,2024-01-08,CA,electronics,280.87,9
481,2024-01-14,UK,electronics,8.95,6
482,2024-01-24,CA,electronics,431.83,7
483,2024-01-18,CA,home,222.15,7
484,2024-01-15,MX,electronics,313.23,8
485,2024-01-22,UK,electronics,104.97,5
486,2024-01-23,UK,grocery,352.07,4
487,2024-01-02,US,toys,158.48,3
488,2024-01-27,UK,toys,260.48,6
489,2024-01-10,CA,grocery,165.01,3
490,2024-01-02,CA,electronics,324.04,5
491,2024-01-26,UK,toys,425.95,2
492,2024-01-17,MX,home,322.33,9
493,2024-01-08,MX,home,93.2,7
494,2024-01-01,US,grocery,128.58,7
495,2024-01-09,US,home,263.76,2
496,2024-01-11,CA,grocery,139.29,7
497,2024-01-22,UK,home,101.75,4
498,2024-01-16,CA,home,28.1,6
499,2024-01-07,CA,home,56.56,4
500,2024-01-29,UK,grocery,284.58,4
501,2024-01-10,CA,toys,101.34,6
502,2024-01-23,CA,grocery,251.71,1
503,2024-01-26,MX,electronics,322.71,7
504,2024-01-03,US,electronics,128.82,1
505,2024-01-18,MX,home,475.02,1
506,2024-01-25,US,home,132.06,3
507,2024-01-24,US,toys,85.24,4
508,2024-01-13,US,toys,231.15,3
509,2024-01-28,MX,toys,223.87,7
510,2024-01-26,UK,home,429.89,2
511,2024-01-07,CA,grocery,28.44,9
512,2024-01-25,UK,home,139.86,5
513,2024-01-04,UK,electronics,440.14,2
514,2024-01-13,US,home,380.58,8
515,2024-01-20,US,toys,6.93,9
516,2024-01-01,MX,electronics,266.31,5
517,2024-01-08,MX,home,126.15,6
518,2024-01-14,CA,toys,494.19,1
519,2024-01-16,UK,home,491.86,2
520,2024-01-14,UK,home,464.04,3
521,2024-01-12,CA,toys,9.94,5
522,2024-01-19,US,electronics,452.95,4
523,2024-01-23,MX,electronics,166.71,5
524,2024-01-15,CA,grocery,322.75,6
525,2024-01-28,UK,electronics,227.35,8
526,2024-01-02,CA,home,180.53,9
527,2024-01-02,CA,toys,147.04,5
528,2024-01-23,UK,electronics,216.75,4
529,2024-01-22,UK,home,152.03,4
530,2024-01-19,MX,home,463.38,8
531,2024-01-25,MX,electronics,221.33,7
532,2024-01-26,UK,toys,472.6,1
533,2024-01-30,MX,toys,188.88,4
534,2024-01-29,MX,grocery,133.67,7
535,2024-01-22,MX,toys,405.53,7
536,2024-01-26,UK,toys,262.64,3
537,2024-01-26,US,electronics,85.6,3
538,2024-01-22,US,electronics,464.36,3
539,2024-01-17,MX,home,481.24,9
540,2024-01-20,US,electronics,345.66,2
541,2024-01-10,MX,grocery,486.06,9
542,2024-01-06,US,home,338.7,9
543,2024-01-15,US,toys,313.49,9
544,2024-01-22,CA,electronics,413.83,7
545,2024-01-11,MX,grocery,38.52,1
546,2024-01-28,US,home,224.23,4
547,2024-01-05,US,grocery,218.07,7
548,2024-01-01,CA,grocery,312.3,9
549,2024-01-08,US,toys,176.85,6
550,2024-01-21,CA,home,229.48,8
551,2024-01-28,US,electronics,425.48,7
552,2024-01-12,CA,toys,474.22,3
553,2024-01-12,CA,grocery,244.64,1
554,2024-01-05,UK,home,354.08,8
555,2024-01-07,MX,toys,275.92,7
556,2024-01-04,UK,electronics,434.46,3
557,2024-01-06,MX,grocery,134.56,4
558,2024-01-13,US,home,432.41,1
559,2024-01-20,MX,toys,259.97,8
560,2024-01-30,UK,toys,230.79,6
561,2024-01-15,MX,grocery,476.24,5
562,2024-01-03,UK,toys,156.01,6
563,2024-01-23,MX,electronics,45.8,1
564,2024-01-08,US,electronics,337.59,3
565,2024-01-20,US,electronics,135.19,1
566,2024-01-16,MX,home,322.69,5
567,2024-01-13,MX,toys,32.72,7
568,2024-01-18,US,electronics,283.34,1
569,2024-01-28,MX,electronics,122.38,8
570,2024-01-10,CA,home,42.26,8
571,2024-01-30,US,toys,32.5,6
572,2024-01-19,US,electronics,479.0,2
573,2024-01-17,UK,electronics,136.37,5
574,2024-01-24,UK,electronics,293.0,8
575,2024-01-19,CA,home,244.88,5
576,2024-01-28,MX,toys,184.64,6
577,2024-01-26,CA,electronics,273.58,2
578,2024-01-23,MX,grocery,282.04,3
579,2024-01-26,UK,home,419.44,9
580,2024-01-05,MX,grocery,196.19,2
581,2024-01-26,UK,toys,179.65,7
582,2024-01-21,US,home,341.21,5
583,2024-01-30,US,home,189.03,5
584,2024-01-23,MX,home,257.96,2
585,2024-01-09,UK,toys,90.71,2
586,2024-01-12,CA,grocery,145.5,4
587,2024-01-21,UK,electronics,104.58,6
588,2024-01-01,UK,toys,421.13,3
589,2024-01-26,UK,electronics,400.01,9
590,2024-01-26,US,electronics,199.1,3
591,2024-01-01,UK,electronics,222.94,1
592,2024-01-15,MX,home,208.26,1
593,2024-01-02,US,home,100.43,1
594,2024-01-30,US,grocery,392.75,7
595,2024-01-22,US,toys,415.32,6
596,2024-01-16,UK,electronics,306.9,6
597,2024-01-25,CA,toys,372.36,5
598,2024-01-08,UK,toys,328.07,8
599,2024-01-13,UK,toys,55.78,9
600,2024-01-21,CA,home,277.78,2
601,2024-01-01,UK,electronics,176.74,4
602,2024-01-16,MX,electronics,114.0,2
603,2024-01-29,CA,toys,334.11,5
604,2024-01-07,MX,grocery,444.96,7
605,2024-01-05,MX,home,499.93,6
606,2024-01-22,US,toys,290.76,5
607,2024-01-29,US,toys,337.83,4
608,2024-01-23,CA,electronics,327.46,2
609,2024-01-03,UK,grocery,349.04,2
610,2024-01-12,MX,toys,126.89,1
611,2024-01-26,UK,grocery,83.91,6
612,2024-01-16,MX,electronics,206.68,8
613,2024-01-19,US,electronics,235.62,5
614,2024-01-05,US,toys,382.83,2
615,2024-01-22,US,grocery,313.25,7
616,2024-01-25,CA,toys,278.38,3
617,2024-01-29,MX,toys,251.75,6
618,2024-01-14,UK,toys,115.42,2
619,2024-01-28,MX,toys,189.53,6
620,2024-01-05,UK,grocery,59.14,8
621,2024-01-15,UK,toys,37.59,8
622,2024-01-17,UK,electronics,11.54,3
623,2024-01-30,MX,electronics,48.38,3
624,2024-01-14,US,grocery,299.48,4
625,2024-01-30,CA,toys,485.9,6
626,2024-01-20,CA,toys,19.2,7
627,2024-01-05,US,home,392.69,2
628,2024-01-12,CA,toys,334.33,1
629,2024-01-16,UK,grocery,430.08,4
630,2024-01-26,CA,grocery,472.95,6
631,2024-01-26,MX,home,407.43,7
632,2024-01-16,US,electronics,399.89,6
633,2024-01-21,US,grocery,47.7,7
634,2024-01-07,US,toys,182.67,8
635,2024-01-04,US,toys,310.19,3
636,2024-01-01,MX,electronics,13.45,5
637,2024-01-30,UK,home,239.93,8
638,2024-01-30,UK,grocery,9.11,5
639,2024-01-05,UK,toys,372.1,9
640,2024-01-23,CA,electronics,136.51,8
641,2024-01-26,UK,electronics,378.7,9
642,2024-01-10,CA,electronics,242.63,3
643,2024-01-22,MX,toys,58.46,8
644,2024-01-05,CA,electronics,460.05,9
645,2024-01-04,UK,electronics,350.49,4
646,2024-01-02,US,electronics,363.58,3
647,2024-01-20,MX,grocery,119.28,3
648,2024-01-10,UK,toys,67.17,2
649,2024-01-26,UK,grocery,477.47,1
650,2024-01-19,UK,home,176.41,5
651,2024-01-26,MX,electronics,121.05,2
652,2024-01-01,US,toys,439.82,7
653,2024-01-24,US,home,234.35,9
654,2024-01-05,US,grocery,328.81,6
655,2024-01-13,UK,home,136.8,7
656,2024-01-04,CA,grocery,484.72,1
657,2024-01-16,UK,toys,239.64,6
658,2024-01-24,US,grocery,215.06,1
659,2024-01-16,MX,home,36.99,4
660,2024-01-23,CA,grocery,355.47,1
661,2024-01-02,CA,grocery,272.81,5
662,2024-01-17,UK,home,483.28,5
663,2024-01-28,MX,home,68.18,2
664,2024-01-27,CA,electronics,198.57,8
